id_bien,no_voie,type_voie,voie,b_t_q,type_bien,nb_piece,surface,id_commune
0,347,RUE,DU CHATEAU,,Appartement,3,48,01103
1,4,BD,EDOUARD BAUDOIN,,Appartement,1,40,06004
2,20,RUE,MARCEAU,B,Appartement,3,82,06088
3,550,RTE,DES VESPINS RN7,,Appartement,1,27,06123
4,9300,RES,LES ARPEGES BD DES ABA,,Appartement,2,47,13005
5,27,RUE,DU GRAND MADIER,,Appartement,1,24,13028
6,360,AV,DU PRADO,,Appartement,3,70,13208
7,5076,PARC,DESSUARD,F,Appartement,3,66,13212
8,1194,RUE,DE NORMANDIE,,Appartement,1,19,14338
9,30,ALL,DES NOISETIERS,,Maison,4,99,14366
10,11,RUE,ROUGET DE L ISLE,,Appartement,2,34,17300
11,13,RUE,BERTHE MORISOT,,Maison,5,100,25056
12,1,RUE,DU POHER,,Appartement,1,31,29232
13,2,RUE,DES JARDINS,,Appartement,3,67,29260
14,5,AV,DU COMMANDANT TAILLANDIER,,Appartement,2,46,31555
15,15,RUE,PAUL DENUCE,,Appartement,1,27,33063
16,176,RUE,SAINTE CATHERINE,,Appartement,1,12,33063
17,822,,LA BAYNASSE SUD,G,Appartement,2,29,33097
18,9,RUE,DE BELFORT,,Appartement,2,51,33449
19,183,RUE,MARC ANTOINE MENARD,,Appartement,1,18,34145
20,50,AV,ANDRE CHASSEFIERE,,Appartement,2,51,34150
21,8,PL,DES ETATS DU LANGUEDOC,,Appartement,3,85,34199
22,7,RUE,JEAN-JACQUES ROUSSEAU,,Maison,4,89,37156
23,197,AV,DE GRAMMONT,,Appartement,2,46,37261
24,48,BD,MAL FOCH,,Appartement,4,77,38185
25,210,RTE,DU TAILLEUR,,Maison,3,53,40266
26,199,RES,MER ET GOLF-LE BOUCANIER,,Appartement,2,48,40328
27,3,ALL,JEAN PERRIN,,Appartement,2,45,44143
28,12,RUE,FERDINAND BUISSON,,Appartement,2,48,44184
29,35,AV,DE CHAMPAGNE,,Appartement,4,79,51230
30,26,RUE,MESSIER,,Appartement,2,39,54395
31,5794,,GOLF SAINT LAURENT,,Appartement,3,44,56161
32,5,RUE,DE PRUNEVEAUX,,Appartement,4,124,58194
33,118,BD,DU GENERAL DE GAULLE,,Appartement,3,71,59512
34,247,RUE,DE NOTRE DAME DU THIL,,Appartement,2,48,60057
35,34,RUE,DE LA VILLE,,Appartement,1,18,60155
36,15,SQ,JEAN BAPTISTE CLEMENT,,Appartement,5,97,60159
37,84,AV,JEAN JAURES,,Appartement,1,32,60524
38,54,RUE,DE LA BUSSIERE,,Appartement,2,51,69149
39,15,RUE,ARTAUD,,Appartement,1,20,69384
40,1,AV,D ABONDANCE,,Appartement,2,33,74119
41,950,AV,DU MONT D ARBOIS,,Appartement,2,39,74236
42,110,RTE,DE LA TELECABINE,,Appartement,1,20,74238
43,2308,AV,DES VALLEES,,Appartement,4,88,74278
44,22,BD,SAINT MARCEL,,Appartement,2,41,75105
45,45,BD,DE MAGENTA,,Appartement,2,32,75110
46,14,AV,DE LA REPUBLIQUE,,Appartement,4,120,75111
47,160,RUE,SAINT MAUR,,Appartement,2,28,75111
48,11,RUE,DU MOULIN JOLY,,Appartement,2,28,75111
49,36,RUE,ERARD,,Appartement,2,41,75112
50,220,RUE,DE CHARENTON,,Appartement,3,51,75112
51,17,RUE,D AUSTERLITZ,,Appartement,1,10,75112
52,60,RUE,EMERIAU,A,Appartement,4,88,75115
53,4,RUE,SQUARE CARPEAUX,,Appartement,1,18,75118
54,36,AV,DE CLICHY,,Appartement,2,39,75118
55,68,RUE,MARCADET,,Appartement,2,25,75118
56,16,AV,ALEXANDRE ANQUETIN,,Appartement,4,59,76217
57,5,PARC,DE LA BRESLE,,Appartement,3,58,76451
58,4,RUE,FRANCOIS LAPERT,,Appartement,1,25,76655
59,5,RUE,DE LA SOLIDARITE,B,Appartement,2,40,77118
60,4,ALL,HELENE LAZAREFF,,Appartement,4,89,78350
61,1,AV,DE DENTON,,Appartement,5,107,78423
62,15,RUE,ROBERT DESNOS,,Appartement,4,70,78545
63,1,RUE,MAL DE LATTRE DE TASSIGNY,,Appartement,2,40,78545
64,53,RUE,DE MAREIL,,Appartement,5,142,78551
65,1,RUE,MAETERLINCK,,Appartement,3,74,78586
66,2,RUE,DIVISION LECLERC,,Appartement,2,48,78640
67,,,LES SAVELS,,Appartement,2,50,83062
68,31,AV,DE LA SABLIERE CAPTE,,Appartement,1,20,83069
69,9100,RES,LE GRAND SOLEIL,,Appartement,2,38,83112
70,8,ALL,DES PAQUERETTES,,Maison,5,91,83123
71,43,RUE,CAMPANE,,Appartement,2,40,84007
72,78,RUE,CARNOT,,Appartement,2,45,85047
73,20,ALL,DU HAUT POITOU,B,Appartement,1,30,86062
74,9007,RUE,DES DOUVES,,Appartement,4,75,86194
75,14,RUE,DU CLUZEAU,,Appartement,2,62,87075
76,8,RUE,GEORGES BELJEAN,,Appartement,2,43,87085
77,2,RUE,D ADELAIAU,,Appartement,5,128,91249
78,6,RUE,DE LA DIVISION LECLERC,,Appartement,2,43,91689
79,79,RUE,DE VARSOVIE,,Appartement,3,55,92025
80,5,BD,GEORGES CLEMENCEAU,,Appartement,3,65,92026
81,32,RUE,GEORGES THORETTON,,Appartement,3,59,92036
82,74,RUE,JULES GUESDE,,Appartement,2,55,92044
83,35,AV,SAINTE FOY,,Maison,4,90,93032
84,4,ALL,JOSEPHINE,,Appartement,4,77,93051
85,129,ALL,JULES AUFFRET,,Appartement,2,46,93057
86,1,PL,GASTON BUSSIERE,,Appartement,2,24,93071
87,21,RUE,CLAUDE BERNARD,,Appartement,3,67,94044
88,18,RUE,DE PROVENCE,,Maison,4,66,94060
89,4,RUE,DU CLOS SAINT NICOLAS,,Appartement,2,49,94060
90,7,RUE,DE L EGALITE,,Appartement,1,17,94080
91,16,RUE,DE LA FOSSE AUX BICHES,,Appartement,4,69,95252
92,57,ALL,DU VEXIN,,Maison,5,93,95388
93,9004,RES,LES LIGNIERES,,Appartement,3,56,95607
94,9,RUE,NEUVE,,Appartement,1,47,01262
95,27,RUE,FERNAND THUILLART,,Appartement,6,156,02408
96,2,RUE,DENAIN,,Appartement,3,77,03190
97,7052,RES,LES CHENEVRIERS,,Appartement,1,25,04073
98,7102,PL,DE L ENGIEN,,Appartement,4,133,04166
99,9002,PL,DU DOCTEUR ROBERT,,Appartement,1,33,04209
100,15,AV,NIQUET,,Appartement,2,41,06004
101,7,CHE,DE SAINT LAURENT,,Appartement,3,58,06027
102,8,RUE,ROSSINI,,Appartement,4,98,06088
103,27,RUE,LAMARTINE,,Appartement,3,95,06088
104,4,AV,VALROSE,,Appartement,3,68,06088
105,15,AV,VICTOR CAUVIN,B,Appartement,2,58,06159
106,5,IMP,DU CHANT DE L ALOUETTE,,Appartement,3,52,10323
107,5279,RUE,DU 14 JUILLET,F,Appartement,3,51,13119
108,55,RUE,FRANCIS DAVSO,,Appartement,2,50,13201
109,9,RUE,BOSCARY,,Appartement,1,30,13204
110,9,RUE,CRUDERE,,Appartement,3,51,13206
111,13,BD,GUSTAVE GANAY,,Appartement,3,52,13209
112,4,RUE,AUX NAMPS,,Appartement,2,59,14118
113,1,RUE,PESTEL,,Appartement,1,13,14333
114,1,AV,P CASSAGNAVERE,,Appartement,2,53,14715
115,1,RUE,CHARLES KOECHLIN,,Maison,2,32,14754
116,66,AV,DENFERT ROCHEREAU,,Appartement,1,33,17300
117,6,RUE,DES MENDRIES,,Maison,3,50,17414
118,5,RES,DE LA HAUTE RIVE,,Appartement,4,67,22113
119,33,RUE,ANATOLE LE BRAZ,,Appartement,2,57,22168
120,16,BD,DE L ATLANTIQUE,H,Appartement,4,64,22278
121,19,AV,DAUMESNIL,,Appartement,1,33,24322
122,850,CHE,DES GOUILLOTTES,,Appartement,5,147,25527
123,34,RUE,DU FAUBOURG ST JEAN,B,Maison,5,105,28085
124,22,RUE,THEAULON,,Appartement,2,50,30003
125,145,QUAI,DE BILINA,,Appartement,2,39,30007
126,80,RUE,DES ANEMONES,,Appartement,1,19,30133
127,4,RUE,ARNAVIELLE,B,Appartement,3,60,30189
128,3,RUE,DAUMESNIL,,Appartement,2,57,32013
129,230,BD,DE LA REPUBLIQUE,,Appartement,2,44,33005
130,52,RUE,DU TONDU,,Appartement,4,60,33063
131,17,RUE,DES HIRONDELLES,,Maison,4,86,33075
132,17,RUE,LAURENT FIGNON,,Appartement,2,45,33550
133,7,AV,PASTEUR,,Appartement,1,24,34023
134,5,RUE,HENRI HERTZ,,Appartement,2,42,37261
135,4,ALL,DES ERABLES,,Appartement,3,70,37261
136,6,RUE,DOYEN GOSSE,,Appartement,1,20,38169
137,4,PL,BIR HAKEIM,,Appartement,3,95,38185
138,13,AV,DE LA MUZELLE MT DE LANS,,Appartement,3,62,38253
139,176,AV,GABRIELE  D ANNUNZIO,,Maison,1,25,40046
140,49,AV,VICTOR HUGO,,Appartement,1,19,40088
141,112,AV,DU MARENSIN,,Maison,3,47,40304
142,2,CHE,DES GREFFIERS,,Maison,4,93,42256
143,52,BD,DE L EGALITE,,Appartement,3,64,44109
144,18,RUE,BONNE GARDE,,Appartement,2,47,44190
145,1,RUE,PAUL VERLAINE,,Appartement,2,42,44204
146,239,FG,SAINT VINCENT,,Appartement,3,65,45234
147,13,ALL,DES ERABLES,,Appartement,1,69,45286
148,74,RTE,DE COUTANCES,,Appartement,2,47,50002
149,7,IMP,DES CARMELITES,,Appartement,4,121,51454
150,21,RUE,DES SOEURS MACARONS,,Appartement,2,38,54395
151,2,RES,DE PORH MEN GUEN,,Appartement,3,105,56062
152,19,AV,SIMONE,,Appartement,3,80,59368
153,42,RUE,JEAN JAURES,Q,Maison,2,30,59378
154,468,RUE,HENRI DURRE,,Maison,5,139,59491
155,2,RUE,AMPERE,,Appartement,1,37,60159
156,59,RUE,DU GENERAL MANGIN,C,Maison,8,210,60159
157,35,IMP,JEAN DE LA FONTAINE,,Appartement,2,30,60382
158,1,AV,JACQUES CARTIER,,Appartement,4,74,60395
159,34,AV,DE LA GARE,B,Appartement,3,68,60524
160,76,PL,GRAND PLACE,,Appartement,2,45,62041
161,31,RUE,HIPPOLYTE GOMOT,,Appartement,2,47,63300
162,6,AV,DE LA GARE,,Appartement,4,109,69003
163,78,RUE,DES COLLONGES,B,Appartement,2,43,69204
164,496,RUE,ETIENNE POULET,,Appartement,3,71,69264
165,72,RUE,SAINT PIERRE DE VAISE,,Appartement,1,38,69389
166,2,PL,DE LA RHODIACETA,,Appartement,3,75,69389
167,24,RUE,DE LA BANQUE,,Appartement,4,76,70550
168,22,RUE,D ALSACE LORRAINE,,Appartement,4,106,70550
169,13,RTE,DES MOULINS,,Appartement,1,21,74014
170,110,RTE,DE LA SAUGE,,Appartement,3,76,74249
171,192,RUE,SAINT DENIS,,Appartement,3,37,75102
172,24,RUE,DE SAINTONGE,,Appartement,1,12,75103
173,8,RUE,SAINT PAUL,,Appartement,2,25,75104
174,30,RUE,DES BOULANGERS,,Appartement,1,20,75105
175,36,RUE,DE BUCI,,Appartement,1,28,75106
176,7,RUE,COGNACQ JAY,,Appartement,3,83,75107
177,38,AV,CLAUDE VELLEFAUX,,Appartement,2,31,75110
178,7,RUE,PLICHON,,Appartement,3,56,75111
179,33,AV,PHILIPPE AUGUSTE,,Appartement,2,30,75111
180,38,RUE,TRAVERSIERE,B,Appartement,2,50,75112
181,31,RUE,DE L ABBE CARTON,,Appartement,1,26,75114
182,8,RUE,MARMONTEL,,Appartement,2,37,75115
183,22,RUE,EMERIAU,A,Appartement,6,97,75115
184,62,RUE,LEGENDRE,,Appartement,3,75,75117
185,68,RUE,MSTISLAV ROSTROPOVITCH,,Appartement,2,47,75117
186,76,RUE,LEPIC,,Appartement,3,50,75118
187,21,RUE,DUHESME,B,Appartement,3,51,75118
188,124,RUE,DAMREMONT,,Appartement,2,50,75118
189,89,RUE,DES POISSONNIERS,,Appartement,2,30,75118
190,28,RUE,DE TORCY,,Appartement,3,68,75118
191,9,RUE,HENRI CHEVREAU,,Appartement,1,25,75120
192,4,RUE,MICHEL DUBOSC,,Appartement,1,20,76351
193,3,RUE,HENRY LEMONNIER,,Appartement,1,30,76447
194,10,RUE,ROBERT DE THORIGNY,,Appartement,2,39,76451
195,19,RUE,DU GENERAL DE GAULLE,B,Appartement,2,29,77005
196,56,RUE,REMY DUMONCEL,,Appartement,1,25,77014
197,4,RUE,KONRAD ADENAUER,,Appartement,2,53,77058
198,17,AV,DU GENERAL DE GAULLE,,Appartement,1,31,77058
199,13,RUE,DE CHAMPAGNE,Q,Maison,5,102,77059
200,2,SQ,DU PETIT MARGAT,E,Appartement,3,60,77192
201,2,CHE,DU GAZON,C,Maison,4,76,77259
202,17,RUE,LOUVIOT,,Appartement,2,33,77288
203,15,RUE,DE VAUX,,Appartement,2,45,77288
204,2,RUE,DU TEMPLE,B,Appartement,3,76,77379
205,113,AV,DE POISSY,,Appartement,2,42,78005
206,8,SQ,DES AUBADES,,Appartement,4,66,78372
207,9,RES,DE LA SABOTTE,,Appartement,3,55,78372
208,1,SQ,DU JURANCON,,Appartement,1,28,78383
209,3,RUE,LOUIS PASTEUR,,Maison,6,107,78550
210,9003,CITE,LA GARENNE A BREFAUT,,Appartement,3,51,78621
211,16,RUE,DE L OCCIDENT,,Appartement,4,82,78646
212,29,RUE,DES LILAS,,Maison,3,71,82096
213,71,CHE,DE L ESCOURCHE,,Appartement,2,51,83009
214,271,BD,DES GRAVIERS,,Appartement,1,15,83009
215,9500,RES,LE ST VINCENT,,Appartement,2,30,83034
216,1,AV,PIERRE DE COUBERTIN,,Appartement,3,64,83070
217,9733,RES,LES TROIS TOURS 2,,Appartement,2,37,85035
218,5,AV,DU LITTORAL,,Appartement,3,64,85127
219,3,RUE,FIEF DES COUTS,,Appartement,3,64,85194
220,46,RUE,DU BAS RUET,,Maison,4,88,85262
221,38,RUE,JULES FERRY,,Appartement,3,82,88372
222,1,RUE,DE COLMAR,,Appartement,2,44,90010
223,24,RUE,DE CRONSTADT,,Appartement,3,56,90010
224,43,RUE,DES 3 CHENES,,Appartement,4,63,91114
225,10,RES,LES BOIS DU CERF,,Maison,6,168,91225
226,5,RUE,MONTTESSUY,,Appartement,3,49,91326
227,4,ALL,D'AUTRICHE,,Appartement,5,96,91377
228,50,RTE,D ORLEANS RN 20,B,Appartement,2,44,91425
229,10,ALL,DES ERABLES,,Maison,5,118,91570
230,239,AV,ROBERT LEUTHREAU,,Maison,2,45,91589
231,4,RUE,BERNARD JUGAULT,,Appartement,4,66,92004
232,26,RUE,DES BOURGUIGNONS,,Appartement,3,40,92004
233,12,RUE,DU R P CH GILBERT,,Appartement,2,54,92004
234,1,RUE,CLAUDE MIVIERE,,Appartement,3,52,92009
235,6,IMP,BELLEVUE,,Appartement,1,56,92012
236,197,RUE,GALLIENI,,Appartement,4,88,92012
237,19,ALL,ROBERT DOISNEAU,,Appartement,1,23,92012
238,11,RUE,SAINT DENIS,,Appartement,2,29,92012
239,11,RUE,FESSART,,Appartement,4,119,92012
240,36,RUE,PAUL HENRY THILLOY,,Appartement,1,77,92014
241,1162,AV,ROGER SALENGRO,,Appartement,3,50,92022
242,85,AV,HENRI BARBUSSE,,Appartement,3,74,92023
243,273,RUE,SAINT DENIS,,Appartement,3,62,92025
244,9,RUE,PAUL BERT,,Appartement,2,35,92025
245,21,RUE,VICTOR HUGO,,Appartement,2,32,92025
246,7,RUE,DE LA SABLIERE,,Appartement,4,92,92026
247,1,SQ,DES COLONNES,,Appartement,3,63,92048
248,6,RUE,DE L'OUEST,,Appartement,3,61,92050
249,7,RUE,DU GUE,,Appartement,1,25,92063
250,11,RUE,DE LA BENARDE,,Appartement,2,46,92063
251,12,SQ,RONSARD,,Appartement,2,47,92063
252,7,RUE,LOUIS BLANC,,Appartement,2,43,92075
253,55,RUE,DU MOUTIER,,Appartement,2,35,93001
254,77,RUE,SADI CARNOT,,Appartement,2,30,93006
255,4,RUE,ARTHUR RIMBAUD,,Appartement,3,71,93010
256,24,RUE,KLEBER,,Appartement,6,147,93048
257,68,RUE,DU COLONEL FABIEN,,Appartement,1,21,94016
258,18,RUE,PAUL CARLE,,Appartement,2,42,94022
259,15,RUE,DE TRUCY,,Appartement,1,15,94033
260,3,ALL,MULATRESSE SOLITUDE,,Appartement,3,67,94041
261,4,RUE,HALIFAX,,Appartement,3,76,94042
262,6,RUE,ANQUETIL,,Appartement,2,50,94052
263,83,AV,DU BAC,,Appartement,3,62,94068
264,16,RUE,DU MOUTIER,,Appartement,2,34,94071
265,1,RUE,PIERRE ET MARIE CURIE,,Appartement,2,39,94076
266,7,ALL,DE DERRIERE LES JARDINS,,Appartement,4,82,94079
267,74,RUE,DE LA JARRY,,Appartement,3,50,94080
268,27,AV,PAUL DEROULEDE,,Appartement,1,20,94080
269,4,RUE,DE LA BRIQUETERIE,,Appartement,3,63,95203
270,1,RUE,DES CAPUCINES,,Appartement,2,46,95218
271,1,RUE,DU PAPIER COUCHE,,Appartement,3,57,95218
272,20,RUE,DES MARECHAUX,,Appartement,4,77,95500
273,76,RUE,GEORGE SAND,,Appartement,3,61,95572
274,9003,PL,DE L HORLOGE,,Appartement,4,119,04209
275,17,RUE,DE VERDUN,,Appartement,2,30,14079
276,6412,CHE,DE BOIS LURETTE,,Appartement,2,30,14754
277,10,RUE,FERRI III,,Appartement,2,46,54395
278,29,RTE,DE CUSIN,,Appartement,3,62,74256
279,5,RUE,DU ROCHER,,Appartement,2,49,77014
280,12,RUE,MARTIN BLEU DIEU,,Appartement,1,35,80021
281,7,AV,DU DOCTEUR ROUANET,,Appartement,4,67,82112
282,9,RUE,DE LA JUIVERIE,,Appartement,1,36,91223
283,1,RUE,DE GEX,,Appartement,3,75,01160
284,140,RUE,DE L'ABBE JOLIVET,,Maison,5,109,01288
285,1,RUE,DES MONGES,,Appartement,4,120,04070
286,3,RUE,NOTRE-DAME,,Appartement,2,32,06029
287,56,AV,DU TROIS SEPTEMBRE,,Appartement,1,24,06032
288,114,AV,GASTON DE FONTMICHEL,,Appartement,2,36,06079
289,55,AV,DE SOSPEL,,Appartement,1,29,06083
290,649,PROM,DU SOLEIL,,Appartement,2,57,06083
291,17,RUE,GOUNOD,,Appartement,2,33,06088
292,4,BD,CIMIEZ,,Appartement,4,144,06088
293,,,LES FEUILLATES,,Appartement,3,63,10325
294,17,RUE,DE LA COOPERATIVE,D,Appartement,3,50,10343
295,146,AV,GEN GALLIENI,,Appartement,2,48,10362
296,2,RUE,NVE DE LA REPUBLIQUE,,Appartement,3,66,10362
297,1,RES,GRUISSAN PORT,,Appartement,3,25,11170
298,156,PL,DE LA BONANCE,,Appartement,2,28,11170
299,2,RUE,DE LA BIBLIOTHEQUE,,Appartement,5,84,13005
300,26,RUE,DOCT SEVERIN ICARD,,Appartement,3,37,13022
301,3,RUE,ANTOINE PIRRODI,,Appartement,1,30,13028
302,432,BD,DE LAVAUX,,Appartement,4,114,13028
303,200,CHEM,DU COULET,,Maison,3,61,13101
304,294,BD,CHAVE,,Appartement,3,63,13205
305,62,BD,BOMPARD,,Appartement,3,40,13207
306,2,RUE,CAPITAINE DESSEMOND,,Appartement,1,22,13207
307,27,RUE,ROCCA,,Appartement,4,86,13208
308,1,RES,LE LANCIER,,Appartement,1,32,13209
309,68,BD,MIREILLE LAUZE,,Appartement,5,111,13210
310,6,AV,ROGER DELIENCOURT,,Appartement,2,43,14220
311,4,AV,DE LA REPUBLIQUE,,Appartement,2,46,14754
312,15,RUE,JEAN JACQUES ROUSSEAU,,Appartement,3,78,18033
313,5,RUE,D ESPAGNAC,,Appartement,3,71,19031
314,8,PL,DU GUESCLIN,,Appartement,4,123,22278
315,6113,,SUVERA TORTA,,Maison,2,32,2A362
316,5495,CHE,NEUF,,Maison,4,84,30106
317,163,RUE,DE BRUNSWICK,,Appartement,1,40,30189
318,74,IMP,DES LUPINS,,Appartement,3,65,30189
319,4,RUE,DEMOISELLES DE GASCOGNE,,Appartement,2,38,31203
320,10,BD,PIERRE CURIE,,Appartement,3,65,31555
321,7,RUE,ARISTIDE DE SOUSA-MENDES,,Appartement,3,59,33039
322,422,RTE,DE TOULOUSE,,Appartement,2,50,33039
323,51,RUE,DE PESSAC,,Appartement,1,26,33063
324,12,RUE,ANDRE LEROUX,,Appartement,2,35,33514
325,16,AV,VIEILLE TOUR,,Appartement,1,19,33522
326,6,RTE,DE LA GARONNE,B,Appartement,2,65,33533
327,24,ALL,DE LA FLANERIE,,Appartement,1,23,34003
328,94,RUE,FRANCOISE GIROUD,,Appartement,2,43,34079
329,8,AV,GAL DE GAULLE,,Appartement,3,72,34157
330,,RES,PORT VAUBAN,,Appartement,3,71,34301
331,2,AV,CHARLES LE GOFFIC,B,Appartement,3,61,35210
332,2,RUE,DUGUESCLIN,,Appartement,1,17,35238
333,7,RUE,JEAN LURCAT,,Appartement,3,66,37261
334,42,CRS,JEAN JAURES,,Appartement,2,31,38185
335,3,AV,DE VALMY,,Appartement,3,62,38185
336,10,RUE,ELISEE CHATIN,,Appartement,3,73,38185
337,5519,RES,LES TERRASSES DE L ALPE I,,Appartement,1,17,38191
338,1,RUE,FRANZ LISZT,,Appartement,4,61,38421
339,2,RUE,SIMONE DE BEAUVOIR,,Appartement,4,81,38421
340,7,PL,DE LA VICTOIRE,,Maison,5,101,39526
341,11,RUE,DES SERRES,,Appartement,4,78,40088
342,220,CHE,DE LAREIGNE,,Appartement,2,46,40281
343,9,AV,DE LA GARE,T,Maison,3,50,40284
344,1,ALL,HELENE ET JACQUES SOLOMON,,Appartement,3,65,40312
345,3,PL,ALEXANDRE VIRO,,Appartement,4,90,40312
346,80,RTE,DE L ETANG,,Maison,4,74,40317
347,33,RUE,DU TREYVE,,Appartement,3,66,42005
348,85,RUE,JOANNY AUGE,B,Appartement,3,77,42187
349,12,RUE,BERCHOUX,,Appartement,2,42,42187
350,10,RUE,DES ECOLIERS,,Appartement,2,59,42187
351,115,RUE,DU MOULIN A VENT PROLONGE,,Appartement,4,70,42332
352,33,RUE,ST GILLES,,Appartement,2,50,43157
353,29,RUE,CHARLES NUNGESSER,,Maison,3,51,44035
354,2,IMP,DE L HOTEL DIEU,,Maison,1,50,44109
355,44,BD,OCEANIDES,,Appartement,2,68,44132
356,5,RUE,LOUISE MICHEL,,Appartement,2,52,44198
357,28,RUE,GUSTAVE EIFFEL,,Appartement,3,60,45075
358,481,AV,DU LOIRET,,Appartement,4,68,45232
359,13,RUE,DE GAUCOURT,,Appartement,2,45,45234
360,28,RUE,DE LA HAUTE CROIX,,Appartement,1,26,45284
361,63,RUE,DU PRE PIGEON,,Appartement,3,75,49007
362,99,RUE,DE LA MADELEINE,,Appartement,1,20,49007
363,1,,LE CARRE DES TOILES,,Appartement,2,40,49099
364,72,RUE,SAINT PIERRE,,Appartement,2,59,50147
365,2,RUE,DES AUGUSTINS,,Appartement,1,30,51108
366,1,PL,CARNOT,,Appartement,2,44,51230
367,17,RUE,DU BOUCAU,,Appartement,3,56,54263
368,3,IMP,DU RAIL,,Appartement,2,38,56023
369,324,RUE,DE LA REPUBLIQUE,,Appartement,2,44,60342
370,2,RUE,DES CLIGNETTES,B,Appartement,4,80,60513
371,1,RUE,SAINT EXUPERY,,Maison,4,82,62893
372,2,ALL,DE LA GRAVIERE,,Appartement,2,54,64102
373,9,CHE,DU LOUP,B,Appartement,3,61,69089
374,18,RUE,DU PERRON,B,Maison,4,102,69176
375,437,RUE,DE THIZY,,Appartement,3,57,69264
376,14,RUE,IMBERT COLOMES,,Appartement,3,54,69381
377,6,RUE,ROUX SOIGNAT,,Appartement,1,52,69383
378,49,RUE,EUGENE PONS,,Appartement,2,52,69384
379,15,PL,EDOUARD DE LA BOUSSINIERE,,Appartement,1,21,72181
380,5669,,IMM ARCELLE 1,H,Appartement,2,27,73257
381,448,AV,DU MONT PACCARD,,Appartement,2,25,74236
382,116,RUE,DE L AUTOMNE,,Appartement,2,47,74311
383,7,RUE,NOTRE DAME DE NAZARETH,,Appartement,2,26,75103
384,67,RUE,DE BRETAGNE,,Appartement,1,11,75103
385,22,RUE,DU TEMPLE,,Appartement,2,27,75104
386,9,RUE,LARREY,,Appartement,1,26,75105
387,1,RUE,HUYSMANS,,Appartement,1,29,75106
388,62,RUE,SAINT PLACIDE,,Appartement,5,109,75106
389,66,RUE,DE RENNES,,Appartement,5,163,75106
390,45,RUE,BONAPARTE,,Appartement,3,79,75106
391,27,RUE,DES SAINTS PERES,,Appartement,2,52,75106
392,139,RUE,DU FBG SAINT DENIS,,Appartement,2,29,75110
393,32,RUE,DES PETITS HOTELS,,Appartement,2,50,75110
394,25,PAS,DUBAIL,,Appartement,3,71,75110
395,13,BD,DE LA VILLETTE,,Appartement,3,48,75110
396,6,RUE,DE NEMOURS,,Appartement,1,23,75111
397,15,BD,RICHARD LENOIR,,Appartement,5,135,75111
398,4,RUE,MAILLARD,,Appartement,3,53,75111
399,4,RUE,MAILLARD,,Appartement,2,32,75111
400,9,RUE,DES BOULETS,,Appartement,2,23,75111
401,11,AV,DU BEL AIR,,Appartement,3,57,75112
402,16,RUE,LACUEE,,Appartement,2,50,75112
403,120,RUE,DU MOULIN DES PRES,,Appartement,2,51,75113
404,45,RUE,BOULARD,,Appartement,3,31,75114
405,41,RUE,JONQUOY,,Appartement,4,75,75114
406,12,RUE,JONQUOY,,Appartement,3,50,75114
407,10,RUE,FIRMIN GILLOT,,Appartement,1,12,75115
408,37,RUE,FONDARY,,Appartement,3,62,75115
409,36,AV,GEORGES MANDEL,,Appartement,8,357,75116
410,15,RUE,DUFRENOY,,Appartement,1,27,75116
411,11,RUE,DE L ARC DE TRIOMPHE,,Appartement,2,55,75117
412,132,RUE,DE TOCQUEVILLE,,Appartement,1,14,75117
413,32,RUE,LEGENDRE,,Appartement,3,50,75117
414,17,RUE,DE CHEROY,,Appartement,7,135,75117
415,7,RUE,NOLLET,,Appartement,3,42,75117
416,3,RUE,BRIDAINE,,Appartement,1,22,75117
417,98,RUE,NOLLET,,Appartement,4,80,75117
418,75,RUE,DOUDEAUVILLE,,Appartement,1,11,75118
419,37,RUE,DE LA PLAINE,,Appartement,2,48,75120
420,2,SQ,BRUSSEAU,,Appartement,2,52,77061
421,24,RUE,GRANDE,,Appartement,2,46,77079
422,1,RUE,DE BOURGOGNE,,Appartement,3,60,77118
423,3,PL,PAUL EMILE VICTOR,,Appartement,3,55,77284
424,120,ALL,DE PLEIN CIEL,,Appartement,5,100,77285
425,41,BD,DE L ALMONT,,Appartement,1,25,77288
426,38,RUE,DE LA CHARBONNIERE,,Appartement,1,40,77307
427,5929,CITE,DES GUETTES,B,Appartement,4,99,77419
428,17,RUE,DE LA MARNE,,Maison,5,107,77450
429,4,,RES LA FONTAINE SAINT MARC,,Appartement,3,67,77487
430,2,QUAI,DE L AMIRAL MOUCHEZ,,Appartement,3,75,78146
431,1,AV,MONTAIGNE,,Appartement,3,54,78165
432,57,AV,DE SAINT GERMAIN,,Appartement,1,25,78358
433,57,AV,DE SAINT GERMAIN,,Appartement,5,112,78358
434,26,ALL,CLAUDE MONET,,Appartement,2,53,78372
435,22,RUE,DU GEN DE GAULLE,,Appartement,4,65,78382
436,2,AV,P MARTIN LUTHER KING,,Appartement,5,91,78481
437,6,AV,JEAN JAURES,,Appartement,1,20,78586
438,3,RUE,REMONT,,Maison,5,110,78646
439,23,RUE,SAINT GERMAIN,,Appartement,1,20,80021
440,77,RUE,DE MAYOCQ,,Maison,4,85,80228
441,30,RUE,DE LA COMEDIE,,Appartement,2,52,82121
442,183,BD,DE PIERREPLANE,,Appartement,1,26,83009
443,22,AV,DU PORT,,Appartement,3,70,83112
444,184,AV,DU CARMEL,,Appartement,3,51,83137
