id_bien,no_voie,type_voie,voie,b_t_q,type_bien,nb_piece,surface,id_commune
7816,121,CHE,DE L HOMME ROUGE,,Appartement,3,46,13028
7817,250,CHE,ARENE CROS,,Appartement,1,21,13028
7818,3,RUE,ROUVIERE,,Appartement,5,116,13201
7819,20,RUE,GUIBAL,,Appartement,3,40,13201
7820,11,RUE,HENRI AUZIAS,,Appartement,2,18,13203
7821,16,RUE,DANTON,,Appartement,2,37,13203
7822,20,CHE,DU ROI D ESPAGNE,,Appartement,3,71,13209
7823,29,RUE,DU TROUBADOUR,,Maison,5,91,13213
7824,35,CHE,ST JOSEPH A STE MARTHE,,Appartement,5,80,13214
7825,37,TRA,DE LA MICHELE,,Appartement,2,39,13215
7826,6,CHE,DE BIZET,,Appartement,3,62,13216
7827,14,RUE,VIMARD,,Appartement,2,25,14338
7828,1,CHE,DES PRISES DE GIRAUD,,Maison,4,84,16166
7829,10,RUE,EGAULT DES NOES,,Appartement,5,78,22050
7830,7,PL,DU MARCHE AU BOIS,,Appartement,3,42,24322
7831,320,,LE BOURG STE ALVERE,,Appartement,1,20,24362
7832,10,RUE,CLAUDE POUILLET,,Appartement,2,60,25056
7833,2,RUE,DE LA PAPETERIE,,Appartement,6,90,25434
7834,16,RUE,PIERRE BROSSOLETTE,,Appartement,5,97,26058
7835,34,AV,DE LYON,,Appartement,2,40,26325
7836,8,RUE,DE VERNOUILLET,,Appartement,1,15,28134
7837,13,RUE,THIERS,,Appartement,4,90,29233
7838,9016,RUE,DU 1ER BATAILLON CHOC,,Appartement,3,76,2A004
7839,9,RUE,COL COLONNA D ORNANO,,Appartement,3,65,2A004
7840,11,BD,MADAME MERE,,Appartement,3,70,2A004
7841,35,RES,SANTA GIULIA PALACE,,Appartement,2,40,2A247
7842,145,RUE,DE LA POSTE,,Appartement,3,68,30004
7843,16,RUE,DES EPERVIERS,,Maison,4,81,30156
7844,8,RUE,EMILE ZOLA,B,Appartement,4,118,30189
7845,16,RUE,DE L ETOILE,,Appartement,2,33,30189
7846,11,RUE,NICOT,,Appartement,1,28,30189
7847,4,RUE,ANNA POLITKOVSKAIA,,Appartement,1,28,31555
7848,57,AV,DES MINIMES,,Appartement,3,55,31555
7849,64,BD,DES MINIMES,,Appartement,4,93,31555
7850,61,CHE,DE LAFILAIRE,,Appartement,4,66,31555
7851,79,BD,DE LA PLAGE,,Appartement,3,39,33009
7852,60,RUE,MAURICE UTRILLO,,Maison,3,62,33013
7853,23,CRS,DE LA MARNE,,Appartement,4,80,33063
7854,113,CRS,DE L ARGONNE,,Appartement,1,30,33063
7855,357,AV,D EYSINES,,Maison,2,58,33069
7856,15,RUE,HIPPOLYTE GOURDON,,Appartement,4,88,33249
7857,18,RUE,DU SERPENT,,Appartement,1,23,33318
7858,9001,RES,RIMBAUD,,Appartement,1,24,33522
7859,1,RUE,VIEILLE COMMUNE,,Appartement,2,40,34079
7860,9,BD,CHEVALIER DE CLERVILLE,,Appartement,6,91,34301
7861,16,RUE,D YAIGNE,B,Appartement,1,32,35069
7862,16,RUE,DE BREST,,Appartement,4,83,35184
7863,8,PL,MGR DUCHESNE,,Appartement,3,83,35288
7864,3,ALL,JOACHIM DU BELLAY,,Appartement,4,93,38151
7865,7,AV,DE VALMY,B,Appartement,1,19,38185
7866,317,MTE,DES DOLOMITES,,Appartement,1,18,38186
7867,49,RUE,DES AIGUINARDS,,Appartement,3,55,38229
7868,41,CRS,SAINT ANDRE,,Appartement,2,43,38317
7869,22,RUE,LE CORBUSIER,,Appartement,4,73,38421
7870,4,RUE,LOUISE LABE,,Appartement,4,79,38421
7871,1,RUE,GEN DE GAULLE,,Appartement,2,31,38517
7872,180,RUE,PIERRE JOSEPH PROUDHON,,Appartement,2,48,39300
7873,97,RUE,DU COUT,,Appartement,5,95,40004
7874,10,RUE,DE L ESTEY,,Appartement,2,53,40088
7875,52,RUE,LABADIE,,Appartement,2,23,40088
7876,204,RES,LES MAISONS DU GOLF,,Maison,4,53,40187
7877,181,RUE,ADOUR ET CHALOSSE,,Appartement,3,78,40235
7878,19,RUE,DE L'EUROPE,,Appartement,3,64,40272
7879,106,AV,DES SYNGNATHES,,Appartement,1,19,40304
7880,39,RTE,DE MORA,,Appartement,3,53,40310
7881,9004,RUE,MOLIERE,,Appartement,4,79,42005
7882,18,RUE,DES REMPARTS,,Appartement,3,61,42056
7883,12,IMP,REYNAUD MATOUT,,Appartement,2,40,42071
7884,16,RUE,DE VERDUN,,Appartement,1,46,42094
7885,122,RUE,DE LA FONFORT,,Appartement,2,55,42147
7886,34,PL,DES PROMENADES POPULLE,,Appartement,2,52,42187
7887,37,RUE,DES AQUEDUCS,,Appartement,2,24,42187
7888,38,RUE,VICTOR HUGO,,Appartement,3,70,42305
7889,41,BD,CARNOT,,Appartement,4,89,43157
7890,41,RUE,DE LA MICHAUDIERE,,Appartement,3,58,44109
7891,28,RUE,DES GARENNES,,Appartement,2,42,44109
7892,4,AV,DU COMMANDANT BOITARD,,Appartement,3,55,44132
7893,4,ALL,DES MARRONNIERS,,Maison,4,83,44132
7894,3,ALL,LOUIS PERGAUD,,Appartement,4,73,44143
7895,38,AV,DE LA CONCORDE,,Maison,6,118,44162
7896,20,BD,JEAN DE NEYMAN,,Appartement,3,59,44184
7897,19,RUE,DE LA VECQUERIE,,Appartement,2,45,44184
7898,118,RUE,DE TOUTES AIDES,,Appartement,3,59,44184
7899,40,RUE,DE PORNIC,,Appartement,2,35,44187
7900,17,RUE,DE NANTES,,Appartement,3,60,44204
7901,31,RUE,BARRA,,Appartement,2,52,49007
7902,53,RUE,BOISNET,,Appartement,4,95,49007
7903,1,RUE,ARISTIDE BRIAND,,Appartement,4,81,49246
7904,15,RUE,CHARLES DE GAULLE,,Appartement,2,44,53054
7905,2,RUE,DES MAIX,,Appartement,3,74,54439
7906,30,RUE,GENERAL GENGOULT,,Appartement,4,120,54528
7907,53,BD,MARECHAL FOCH,,Appartement,3,72,54578
7908,4,RUE,RAYMOND POINCARE,,Appartement,3,62,56262
7909,1,RUE,VINCENT VAN GOGH,,Appartement,2,48,59343
7910,216,RUE,DES BOIS BLANCS,,Appartement,2,57,59350
7911,18,RUE,LEPELLETIER,,Appartement,2,30,59350
7912,1,RUE,KONRAD ADENAUER,,Appartement,2,51,59646
7913,3,RUE,DE LA FAISANDERIE,,Appartement,2,45,60141
7914,104,PL,DU MARECHAL JOFFRE,,Appartement,2,38,62119
7915,13,ALL,DES BRUYERES,,Appartement,1,19,62525
7916,1,RUE,SAINT EXUPERY,,Appartement,4,73,62893
7917,34,RUE,DU SARDON,,Appartement,2,38,63103
7918,33,RUE,DE LA GIRAUDIERE,,Appartement,2,45,69027
7919,970,CHE,DES FERRATIERES,,Appartement,2,56,69046
7920,60,IMP,DU VAL FLEURY,,Appartement,3,68,69196
7921,89,RUE,DES FRERES LUMIERE,,Appartement,4,66,69264
7922,18,RUE,PERSOZ,B,Appartement,3,75,69266
7923,486,AV,VICTOR HUGO,,Appartement,4,69,69286
7924,15,RUE,LONGUE,,Appartement,2,43,69381
7925,29,RUE,DES VOSGES,,Appartement,5,103,70310
7926,12,RUE,EMMANUEL MAIRE,,Appartement,1,29,72181
7927,164,AV,GEORGES CLEMENCEAU,,Appartement,3,57,73065
7928,7,PROM,GEORGES MELIES,,Appartement,3,65,74010
7929,49,AV,DE GENEVE,,Appartement,4,103,74010
7930,7,RUE,SAINT CLAUDE,,Appartement,3,69,75103
7931,45,RUE,DE TURENNE,,Appartement,2,51,75103
7932,42,BD,SAINT GERMAIN,,Appartement,3,68,75105
7933,130,RUE,D ASSAS,,Appartement,3,47,75106
7934,20,RUE,VISCONTI,,Appartement,4,108,75106
7935,6,RUE,DE SOLFERINO,,Appartement,5,158,75107
7936,10,RUE,SAINT LAZARE,,Appartement,4,111,75109
7937,11,RUE,SAINT LAZARE,,Appartement,3,67,75109
7938,5,RUE,MORAND,,Appartement,2,25,75111
7939,228,RUE,DU FBG ST ANTOINE,B,Appartement,2,50,75112
7940,35,RUE,DUNOIS,,Appartement,2,36,75113
7941,53,AV,DU MAINE,,Appartement,3,65,75114
7942,17,RUE,MORERE,,Appartement,2,25,75114
7943,67,RUE,DU RANELAGH,,Appartement,5,136,75116
7944,5,RUE,TROYON,,Appartement,3,73,75117
7945,65,RUE,DULONG,,Appartement,7,96,75117
7946,3,RUE,LEBOUTEUX,,Appartement,4,60,75117
7947,173,AV,DE CLICHY,,Appartement,1,15,75117
7948,54,RUE,DE LA JONQUIERE,,Appartement,3,70,75117
7949,65,RUE,VAUVENARGUES,,Appartement,1,37,75118
7950,96,AV,DE SAINT OUEN,,Appartement,1,18,75118
7951,44,RUE,DE CLIGNANCOURT,,Appartement,3,44,75118
7952,60,RUE,DE BAGNOLET,,Appartement,4,66,75120
7953,9,RUE,DU BASTION,,Appartement,1,18,76351
7954,12,ESP,DES GUINANDIERS,,Appartement,3,59,77018
7955,20,RUE,DE L ORVANNE,,Maison,5,95,77249
7956,1,RUE,NOAS DAUMESNIL,B,Appartement,3,59,77327
7957,17,RUE,ARISTIDE BRIAND,,Appartement,3,85,77327
7958,8,RUE,PALAISOT,,Appartement,1,29,77350
7959,2,RUE,DANTON,B,Appartement,3,76,77350
7960,41,RUE,PAUL VAILLANT COUTURIER,,Appartement,2,42,78005
7961,27,AV,MAURICE BERTEAUX,B,Appartement,3,62,78015
7962,102,AV,JEAN MOULIN,,Appartement,3,60,78126
7963,24,RTE,DE VERSAILLES,,Maison,5,108,78158
7964,14,RUE,CESAR FRANCK,,Appartement,1,26,78242
7965,19,RUE,DE LA MONTJOIE,,Appartement,4,71,78367
7966,3,RUE,ARISTIDE BRIAND,,Appartement,2,45,78396
7967,2,RUE,DE BEAUVAIS,,Appartement,1,27,78401
7968,74,RUE,DU PETIT BOIS,,Appartement,2,46,78490
7969,40,RUE,GABRIEL PERI,,Appartement,2,50,78545
7970,10,RUE,CHESNEAU,,Appartement,3,37,78575
7971,2,RUE,PAUL FORT,,Appartement,4,90,78640
7972,2,RUE,LA QUINTINIE,B,Appartement,2,30,78646
7973,13,RUE,DU MARECHAL JOFFRE,,Appartement,3,46,78650
7974,2,RUE,DU 8 MAI,B,Maison,1,16,80228
7975,43,RES,LES MAISONS DE LA PLAGE,,Maison,2,33,80649
7976,197,RUE,PIERRE CURIE,,Appartement,3,101,83033
7977,16,RUE,LOUIS BUSSONE,,Appartement,2,42,83071
7978,1,AV,DU PORT,,Appartement,1,31,83112
7979,36,CHE,DE L'ESTAGNET,K,Appartement,1,25,83119
7980,402,CC,119 DIT DU VIEUX REYNIER,,Appartement,3,75,83126
7981,1516,CHEM,VX CHEMIN DE STE MUSSE,A,Maison,5,78,83137
7982,9001,RES,LA PINEDE ST GEORGES,,Appartement,4,79,83153
7983,11,IMP,PRAIRIE,,Appartement,4,68,84007
7984,7,QUAI,DE L'OUVEZE,,Appartement,4,80,84016
7985,16,RUE,PIERRE BROSSOLETTE,,Appartement,4,94,84081
7986,13,ALL,DES VAGUES,,Appartement,3,56,85164
7987,9035,AV,DE BAISSE,,Maison,2,42,85234
7988,35,RUE,VICTORIEN SARDOU,,Appartement,1,61,87085
7989,14,AV,DE LA PUISAYE,,Appartement,2,48,89024
7990,39,RUE,DE LA GAITE,,Appartement,3,60,91027
7991,5,RUE,PAUL ELUARD,,Appartement,4,78,91434
7992,31,RUE,DU HARAS,,Appartement,2,42,91570
7993,17,RUE,ALBERT PEUVRIER,,Appartement,2,35,91570
7994,6,RES,CLOS DE VERRIERES,,Appartement,3,64,91645
7995,14,RUE,HENRI SAY,,Appartement,3,67,92004
7996,3,AV,SAINT JOSEPH,,Appartement,4,86,92004
7997,19,RUE,MORTINAT,,Appartement,1,18,92004
7998,14,RUE,GEORGES GUYNEMER,,Appartement,2,24,92004
7999,11,RUE,SAINT DENIS,,Appartement,3,59,92012
8000,154,AV,DE PARIS,,Appartement,3,67,92020
8001,34,RUE,BAUDIN,,Appartement,2,40,92026
8002,49,AV,PAUL LANGEVIN,,Appartement,3,54,92032
8003,7,AV,DE LA MARNE,,Appartement,1,20,92049
8004,44,PL,JULES FERRY,,Appartement,2,47,92049
8005,10,RUE,DES AMANDIERS,,Appartement,1,15,92050
8006,9,ALL,D HONNEUR,,Appartement,5,92,92071
8007,2,RUE,MARC SANGNIER,,Appartement,3,53,92075
8008,24,AV,DES PERDRIX,,Maison,4,80,93047
8009,131,RUE,DE PARIS,,Appartement,3,44,93048
8010,5,ALL,DE LA NOISERAIE,,Appartement,1,35,93051
8011,2,RUE,PARMENTIER,,Maison,3,50,93053
8012,42,RUE,LA RENAISSANCE FRANCAISE,,Appartement,2,59,93053
8013,31,AV,DU GENERAL LECLERC,,Appartement,4,67,93055
8014,28,AV,THIERS,,Appartement,4,76,93062
8015,132,RUE,DU LANDY,,Appartement,2,38,93070
8016,5,RUE,PIERRE BROSSOLETTE,,Appartement,5,93,93073
8017,4,ALL,COURT SAINT ETIENNE,,Appartement,2,43,93074
8018,1,RUE,JEAN RENAUDIE,,Appartement,2,42,93079
8019,2,RUE,DU RIDDER,,Appartement,1,30,94003
8020,1,AV,CLAUDE DEBUSSY,,Appartement,4,74,94019
8021,49,AV,VILLENEUVE ST GEORGES,,Appartement,2,33,94022
8022,11,AV,LEON GOURDAULT,,Appartement,3,60,94022
8023,1,SQ,BENJAMIN MOLOISE,,Appartement,2,45,94028
8024,10,RUE,DANIELLE CASANOVA,,Appartement,4,76,94033
8025,50,BD,DE BRANDEBOURG,,Appartement,1,17,94041
8026,2,RUE,DU HUIT MAI 1945,,Appartement,3,63,94079
8027,82,RUE,DE LA JARRY,,Appartement,3,50,94080
8028,4,AV,EMELIE,,Appartement,3,66,95176
8029,1,ALL,DES TROENES,,Appartement,3,52,95199
8030,6,RUE,DE LA COUSSAYE,,Appartement,3,43,95210
8031,23,RUE,DES ACACIAS,A,Appartement,2,49,95268
8032,,,LES PARQUETS,,Appartement,2,54,95313
8033,12,AV,CAMILLE SAINT SAENS,,Appartement,2,47,95323
8034,107,ALL,DU VEXIN,,Maison,5,119,95388
8035,1,RUE,PIERRE CURIE,,Appartement,3,61,95427
8036,75,RUE,GAMBETTA,B,Appartement,5,74,95680
8037,5447,RES,PRINCIPAUTE,F,Appartement,1,18,972209
8038,6,RUE,PAUL AQUIOUPOU,,Appartement,2,45,973304
8039,63,RUE,DE L EST,,Appartement,3,82,974411
8040,22,RUE,DES PANIERS,,Appartement,2,42,974411
8041,148,IMP,DU SAUGY,,Appartement,3,71,01281
8042,8,RTE,DE DIVONNE,,Appartement,4,136,01436
8043,9,RUE,FONT CHAUDE,,Appartement,2,44,04209
8044,67,BD,DU VAL CLARET,,Appartement,4,85,06004
8045,1171,CHE,DE RABIAC ESTAGNOL,,Appartement,2,30,06004
8046,9,RUE,SCUDERI,,Appartement,4,40,06048
8047,15,RUE,DE LA PREFECTURE,,Appartement,1,15,06088
8048,15,RUE,DE LA PREFECTURE,,Appartement,1,15,06088
8049,65,BD,GAMBETTA,,Appartement,1,29,06088
8050,12,RUE,MIRON,,Appartement,1,14,06088
8051,22,BD,MANTEGA RIGHI,,Appartement,3,69,06088
8052,211,PROM,DES ANGLAIS,B,Appartement,2,24,06088
8053,36,AV,WINSTON CHURCHILL,,Appartement,2,46,06104
8054,173,AV,DE LA PLAGE,,Appartement,1,32,06104
8055,9,RUE,VICTOR HUGO,,Appartement,4,78,06104
8056,9001,MRN,BAIE DES ANGES DUCAL,,Appartement,1,20,06161
8057,8,RUE,ANDRE CARABALONA,,Maison,3,92,06163
8058,201,ALL,DES ONDINES,,Appartement,4,116,07102
8059,17,CRS,DU PALAIS,,Appartement,2,36,07186
8060,9001,,LES TOITS DE LA POUNCHE,,Maison,4,79,13002
8061,61,CHE,DES PASSONS,,Appartement,4,108,13005
8062,149,AV,PIERRE ROVARCH,,Appartement,3,73,13028
8063,1,PL,DES MARTYRS,,Appartement,4,105,13046
8064,44,RUE,DES RECOLETTES,,Appartement,1,31,13201
8065,10,RUE,PIERRE BELLOT,,Appartement,3,69,13201
8066,24,ALL,LEON GAMBETTA,,Appartement,3,91,13201
8067,48,AV,SAINT JEAN,,Appartement,1,37,13202
8068,8,RUE,BERNARD,,Appartement,2,38,13203
8069,11,RUE,DE VERSAILLES,,Appartement,2,38,13203
8070,46,AV,MAL FOCH,,Appartement,6,138,13204
8071,4,RUE,ALEXIS CARREL,,Appartement,2,37,13204
8072,18,RUE,MARX DORMOY,,Appartement,2,48,13204
8073,26,RUE,SAINT PIERRE,,Appartement,3,54,13206
8074,523,RUE,PARADIS,,Appartement,1,33,13208
8075,2,BD,DES CEDRES,,Appartement,4,73,13209
8076,46,BD,DE LA MILLIERE,,Appartement,1,40,13211
8077,109,BD,DE LA COMTESSE,,Appartement,1,26,13212
8078,5100,IMP,DU GAROU,F,Appartement,5,93,13213
8079,70,AV,CLAUDE MONET,,Appartement,3,62,13214
8080,5754,RUE,DE LASSAY,,Appartement,2,30,14079
8081,3,RUE,NOTRE DAME,,Appartement,3,80,14333
8082,1,RUE,VICTOR HUGO,,Appartement,3,65,14715
8083,1,RUE,NOTRE DAME,,Appartement,5,111,22070
8084,9001,RUE,DE LA CHANTRERIE,,Appartement,2,45,22362
8085,15,,COTE DE RAVAT,,Appartement,2,47,24520
8086,9016,,LES PLANTADES,,Appartement,4,86,26235
8087,52,RUE,JACQUEMART,,Appartement,2,49,26281
8088,13,RUE,PETITE RUE NEUVE,,Appartement,3,77,26281
8089,14,BD,VOLTAIRE,,Appartement,3,70,26281
8090,8,RUE,JACQUELINE DOMERGUE,,Appartement,4,62,29232
8091,34,RUE,DE MONTSEGUR,,Appartement,3,129,30133
8092,225,RTE,DES MARINES,,Appartement,1,26,30133
8093,12,RUE,ESCOUSSIERES MONTGAILLARD,,Appartement,1,23,31555
8094,54,BD,DE LA PLAGE,,Appartement,2,50,33005
8095,149,RUE,BILLAUDEL,,Appartement,3,62,33063
8096,16,RUE,LAPORTE CAUD,,Appartement,4,69,33063
8097,4,RUE,ARMAND DANEY,,Appartement,2,48,33199
8098,10,AV,DU MAL DES LOGIS GARNUNG,,Appartement,2,37,33214
8099,2,LOT,LES ALLEES FORESTIERES,B,Maison,4,117,33236
8100,2,AV,DE NOES,,Appartement,4,72,33318
8101,9,RUE,MICHELE PERREIN,,Appartement,3,50,33352
8102,8,RUE,DE LA MAISON DES JEUNES,,Appartement,3,63,33519
8103,2,QUAI,DE LA TRIREME,,Appartement,1,20,34003
8104,9001,RES,LE SAGITTAIRE,,Appartement,1,18,34023
8105,6,CHE,DES MEUNIERES,,Appartement,2,33,34145
8106,22,RUE,CAPITAINE DAVID,,Appartement,2,38,34199
8107,14,RUE,PIERRE SEMARD,,Appartement,2,45,34301
8108,8,BD,DE LA LIBERTE,,Appartement,1,43,35236
8109,18,RUE,DE CHATEAUDUN,,Appartement,1,23,35238
8110,6,RUE,SAINT HELIER,,Appartement,2,78,35238
8111,8,RUE,DE L'ABBE PIERRE,,Appartement,3,56,35278
8112,3,PAS,DES LOTUS,,Appartement,3,68,35288
8113,10,RUE,ROGER METTE,,Appartement,2,32,35288
8114,151,AV,ANDRE MAGINOT,,Appartement,3,67,37261
8115,28,AV,DAVALLET,,Appartement,2,54,38006
8116,48,BD,MAL FOCH,,Appartement,4,77,38185
8117,140,CHEM,DE LAGROUNE,,Maison,4,132,40004
8118,901,AV,JEAN ROSTAND,,Maison,3,58,40065
8119,1,BD,DE POYUSAN,,Appartement,4,103,40088
8120,1,RUE,DES MERLES,B,Appartement,4,94,40133
8121,118,RES,DOMAINE GOLF DE PINSOLLE,,Appartement,2,31,40310
8122,1,RUE,EMILE REYMOND,,Appartement,4,107,42005
8123,36,RUE,DU HUIT MAI,,Appartement,2,42,42094
8124,10,PL,MARGUERITE GONON,,Appartement,4,107,42127
8125,630,RTE,DE SAINT ETIENNE,,Appartement,1,70,42149
8126,56,RUE,JEAN JAURES,,Appartement,1,25,42187
8127,23,RUE,DES ECOLES,,Appartement,3,74,42302
8128,7,RUE,PASTEUR,A,Appartement,2,57,44087
8129,16,AV,DU LITTORAL,,Appartement,1,22,44132
8130,23,RUE,DE CAHORS,,Appartement,3,67,44162
8131,1,RUE,KLEBER,B,Appartement,3,53,45068
8132,31,RUE,DES ARMENAULT,,Appartement,3,60,45284
8133,350,RUE,DE VILLESERIN,,Appartement,3,90,45308
8134,5001,,MAYNEOU,,Appartement,2,28,47052
8135,83,AV,DU MARECHAL FOCH,,Appartement,5,100,48080
8136,13,RUE,ST LAZARE,B,Appartement,2,36,49007
8137,8,COUR,DES ECHELLES,,Appartement,2,52,51454
8138,38,RUE,VICTOR PROUVE,,Appartement,1,38,54395
8139,17,RUE,MARC RATY,,Maison,5,84,54493
8140,6,RUE,DE LA FONTAINE,,Appartement,2,42,56055
8141,5,AV,DES NAIADES,,Appartement,1,32,56186
8142,8,ALL,VAUBAN,,Appartement,1,31,59009
8143,5003,RUE,JEAN DE LANNOY,,Appartement,2,46,59332
8144,142,RUE,JULES GUESDE,B,Appartement,3,85,59367
8145,22,RUE,PIERRE SAUVAGE,,Appartement,4,161,60159
8146,9019,RES,LE HAMEAU DU PAR,,Appartement,3,36,66171
8147,372,RTE,DE GENAS,,Appartement,2,53,69029
8148,8,RUE,LORTET,,Appartement,3,30,69149
8149,84,RUE,NATIONALE,,Appartement,3,66,69264
8150,5,RUE,CONSTANTINE,,Appartement,6,162,69381
8151,26,CHE,DES FINS NORD,,Appartement,3,62,74010
8152,231,RTE,DE LA GLIAT,,Appartement,2,24,74215
8153,144,RUE,SAINT HONORE,,Appartement,1,33,75101
8154,62,RUE,TIQUETONNE,,Appartement,3,98,75102
8155,130,RUE,DU TEMPLE,,Appartement,1,13,75103
8156,52,RUE,DE BOURGOGNE,,Appartement,4,110,75107
8157,127,RUE,ST DOMINIQUE,,Appartement,4,75,75107
8158,17,AV,DE LA BOURDONNAIS,,Appartement,3,78,75107
8159,10,RUE,BOULLE,,Appartement,2,36,75111
8160,45,RUE,SEDAINE,,Appartement,2,35,75111
8161,3,RUE,IMMEUBLES INDUSTRIELS,,Appartement,3,95,75111
8162,261,AV,DAUMESNIL,,Appartement,4,72,75112
8163,28,RUE,DE LA SABLIERE,,Appartement,1,19,75114
8164,13,RUE,DE RIDDER,,Appartement,2,40,75114
8165,30,RUE,FRANCOIS BONVIN,,Appartement,1,24,75115
8166,84,AV,EMILE ZOLA,,Appartement,1,43,75115
8167,7,RUE,SARASATE,,Appartement,3,48,75115
8168,23,RUE,LE SUEUR,,Appartement,3,71,75116
8169,21,RUE,BERZELIUS,,Appartement,3,50,75117
8170,5,VLA,DAMREMONT,,Appartement,2,28,75118
8171,15,RUE,DE MEAUX,,Appartement,1,18,75119
8172,28,RUE,PIAT,,Appartement,1,15,75120
8173,28,RUE,PIAT,,Appartement,1,19,75120
8174,9,RUE,CHARLES FRIEDEL,,Appartement,1,14,75120
8175,17,RUE,ORFILA,,Appartement,1,28,75120
8176,15,RUE,SYLVESTRE DUMESNIL,,Appartement,3,89,76647
8177,51,AV,MARIE CURIE,,Appartement,1,33,77058
8178,3,ALL,DES CHARMILLES,,Appartement,5,102,77083
8179,40,RUE,DE LA BELLE ILE,T,Maison,4,89,77108
8180,3,RUE,DE L EGLISE,B,Appartement,3,45,77118
8181,18,AV,GASTELLIER,,Appartement,3,66,77131
8182,129,RUE,GRANDE,,Appartement,2,35,77186
8183,61,RUE,DE L ECLUSE,,Appartement,5,92,77288
8184,14,RUE,JEAN JAURES,,Maison,5,100,77327
8185,1,ALL,GASTON DEFFERRE,,Appartement,2,51,77468
8186,25,RUE,GEORGES BOURGOIN,,Appartement,3,67,78005
8187,26,RUE,DES SOURCES,,Maison,5,95,78005
8188,22,RUE,PERNOTTE,,Maison,4,67,78090
8189,2,RUE,COUPE,,Appartement,1,46,78160
8190,14,RUE,TRISTAN BERNARD,,Appartement,3,54,78165
8191,204,AV,DU MARECHAL FOCH,,Appartement,4,69,78172
8192,53,RUE,DESIRE CLEMENT,,Appartement,3,62,78172
8193,43,VC,LES NOUVEAUX HORIZONS,,Appartement,5,106,78208
8194,24,RUE,DES ROUGON MACQUART,,Appartement,3,68,78297
8195,7,,RES PARC DU CHATEAU,,Appartement,4,83,78350
8196,28,RUE,DE LA FERRONNERIE,,Appartement,3,69,78490
8197,2,AV,DU VAL NOTRE DAME,,Appartement,2,52,78586
8198,66,AV,DE L EUROPE,,Appartement,3,72,78640
8199,12,GR,GRANDE RUE,,Appartement,2,39,78642
8200,92,RUE,D ANJOU,,Appartement,2,33,78646
8201,3,RUE,ALBERT JOLY,B,Appartement,1,17,78650
8202,9018,PROM,JULES NOIRET,,Appartement,3,70,80228
8203,9006,,LES MARINES DE COGOLIN,,Appartement,3,65,83042
8204,9005,,LES MARINES DE COGOLIN,,Appartement,2,46,83042
8205,7,RUE,DU MOULIN A HUILE,,Appartement,2,90,83091
8206,9001,HAM,DE TAMARIS,,Appartement,1,19,83126
8207,610,BD,DE CABRY,,Appartement,2,50,83129
8208,12,RUE,FELIX BANETTE,,Appartement,2,30,83137
8209,9001,,ENGOUVINS ARBOUSIERS,,Appartement,3,67,83144
8210,16,CHE,DU GATY,,Appartement,2,48,85128
8211,35,RUE,DE LA GUILLOTIERE,I,Maison,2,46,85164
8212,18,RUE,DE LA GARENNE,,Maison,3,73,85234
8213,,RES,LES BOSQUETS II,,Appartement,2,31,85288
8214,7,RUE,ELISEE RECLUS,,Appartement,4,81,87085
8215,2,ALL,LOUIS LEPRINCE RINGUET,,Appartement,1,36,87085
8216,14,AV,DE CLERMONT,,Appartement,2,39,87161
8217,57,BD,DE L HOTEL DE VILLE,,Appartement,3,70,87187
8218,39,RUE,DES MINIMES,,Appartement,2,36,88160
8219,7,AV,DU 18 AVRIL,,Appartement,1,22,91027
8220,49,RUE,DE LA DIVISION LECLERC,,Appartement,4,72,91216
8221,24,RUE,HOCHE,,Appartement,1,28,91326
8222,7,BD,DE BRETAGNE,,Appartement,1,30,91345
8223,28,RUE,DU PARADIS,,Appartement,2,42,91347
8224,77,AV,DE GANAY,,Appartement,1,30,91405
8225,14,RUE,GRANDE RUE,,Appartement,3,71,91665
8226,37,CHE,DES SABLONS,,Appartement,3,76,91665
8227,30,AV,DE SEQUIGNY,,Appartement,3,65,91667
8228,5,RUE,DU CAPITAINE FERBER,,Maison,4,85,91687
8229,9,RUE,DES MORTEAUX,,Appartement,1,28,92002
8230,17,RUE,DU GENERAL MANGIN,,Appartement,2,34,92004
8231,27,RUE,DES BAS,,Appartement,1,30,92004
8232,12,RUE,DENFERT ROCHEREAU,,Appartement,3,99,92012
8233,2,AV,DU BOIS,,Appartement,4,76,92019
8234,40,RUE,BAUDIN,,Appartement,4,31,92026
8235,6,RUE,JEAN MOULIN,,Appartement,2,38,92026
8236,6,SQ,HENRI REGNAULT,,Appartement,3,70,92026
8237,19,RUE,DE PARIS,,Appartement,3,62,92048
8238,67,RUE,SADI CARNOT,,Appartement,4,86,92050
8239,23,AV,PASTEUR,,Appartement,2,52,92075
8240,210,AV,DU HUIT MAI 1945,,Appartement,4,60,93007
8241,3,RUE,DE VARSOVIE,,Appartement,3,58,93010
8242,83,RUE,DE LA FRATERNITE,,Appartement,2,45,93048
8243,172,RUE,PAUL ET CAMILLE THOMOUX,B,Appartement,2,50,93050
8244,188,AV,JEAN LOLIVE,,Appartement,3,67,93055
8245,68,AV,POTIER,,Appartement,4,60,93059
8246,6,ALL,GAMBETTA,,Appartement,2,20,93062
8247,107,AV,MICHELET,,Appartement,3,61,93070
8248,84,RUE,ETIENNE DOLET,,Appartement,3,48,94002
8249,55,RUE,BERTHOLLET,,Maison,4,47,94003
8250,142,AV,DU GENERAL LECLERC,,Appartement,1,27,94015
